name	x	y	z	size	material	hemisphere	type	region_desikan	region_destrieux	region_dkt
LT2b1	172	118	146	n/a	n/a	L	depth	ctx-lh-middletemporal	ctx_lh_S_temporal_sup	ctx-lh-middletemporal
LT2b2	176	118	147	n/a	n/a	L	depth	ctx-lh-middletemporal	ctx_lh_S_temporal_sup	ctx-lh-middletemporal
LT2b3	179	118	148	n/a	n/a	L	depth	ctx-lh-middletemporal	ctx_lh_S_temporal_sup	ctx-lh-middletemporal
LT2b4	183	118	149	n/a	n/a	L	depth	ctx-lh-middletemporal	ctx_lh_S_temporal_sup	ctx-lh-middletemporal
LT2b5	186	118	150	n/a	n/a	L	depth	ctx-lh-middletemporal	ctx_lh_S_temporal_sup	ctx-lh-middletemporal
LT2b6	189	118	151	n/a	n/a	L	depth	ctx-lh-middletemporal	ctx_lh_G_temporal_middle	ctx-lh-middletemporal
LT3cHb1	152	125	144	n/a	n/a	n/a	depth	Left-Hippocampus	Left-Hippocampus	Left-Hippocampus
LT3cHb2	156	125	144	n/a	n/a	n/a	depth	Left-Hippocampus	Left-Hippocampus	Left-Hippocampus
LT3cHb3	159	125	145	n/a	n/a	n/a	depth	Left-Hippocampus	Left-Hippocampus	Left-Hippocampus
LT3cHb4	162	125	145	n/a	n/a	n/a	depth	Left-Hippocampus	Left-Hippocampus	Left-Hippocampus
LT3cHb5	165	127	146	n/a	n/a	L	depth	ctx-lh-fusiform	ctx_lh_S_collat_transv_ant	ctx-lh-fusiform
LT3cHb6	167	127	147	n/a	n/a	L	depth	ctx-lh-inferiortemporal	ctx_lh_S_collat_transv_ant	ctx-lh-inferiortemporal
LT3cHb7	172	122	146	n/a	n/a	L	depth	ctx-lh-middletemporal	ctx_lh_S_temporal_sup	ctx-lh-middletemporal
LT3cHb8	178	127	148	n/a	n/a	L	depth	ctx-lh-inferiortemporal	ctx_lh_S_temporal_inf	ctx-lh-inferiortemporal
LT3cHb9	179	127	149	n/a	n/a	L	depth	ctx-lh-inferiortemporal	ctx_lh_S_temporal_inf	ctx-lh-inferiortemporal
LT3cHb10	182	128	150	n/a	n/a	L	depth	ctx-lh-inferiortemporal	ctx_lh_G_temporal_inf	ctx-lh-inferiortemporal
LT3cHb11	186	125	150	n/a	n/a	L	depth	ctx-lh-middletemporal	ctx_lh_G_temporal_middle	ctx-lh-middletemporal
LT3cHb12	189	126	151	n/a	n/a	L	depth	ctx-lh-middletemporal	ctx_lh_G_temporal_middle	ctx-lh-middletemporal
LT1c1	169	107	161	n/a	n/a	L	depth	ctx-lh-bankssts	ctx_lh_S_temporal_sup	ctx-lh-superiortemporal
LT1c2	171	106	161	n/a	n/a	L	depth	ctx-lh-bankssts	ctx_lh_S_temporal_sup	ctx-lh-superiortemporal
LT1c3	174	105	161	n/a	n/a	L	depth	ctx-lh-bankssts	ctx_lh_G_temp_sup-Lateral	ctx-lh-superiortemporal
LT1c4	179	103	161	n/a	n/a	L	depth	ctx-lh-superiortemporal	ctx_lh_G_temp_sup-Lateral	ctx-lh-superiortemporal
LT1c5	180	102	161	n/a	n/a	L	depth	ctx-lh-superiortemporal	ctx_lh_G_temp_sup-Lateral	ctx-lh-superiortemporal
LT1c6	184	101	161	n/a	n/a	L	depth	ctx-lh-superiortemporal	ctx_lh_G_temp_sup-Plan_tempo	ctx-lh-superiortemporal
LT1c7	187	99	161	n/a	n/a	L	depth	ctx-lh-superiortemporal	ctx_lh_G_pariet_inf-Supramar	ctx-lh-superiortemporal
LT1c8	190	98	161	n/a	n/a	L	depth	ctx-lh-superiortemporal	ctx_lh_G_pariet_inf-Supramar	ctx-lh-superiortemporal
LT3d1	169	113	156	n/a	n/a	L	depth	ctx-lh-bankssts	ctx_lh_S_temporal_sup	ctx-lh-superiortemporal
LT3d2	172	113	158	n/a	n/a	L	depth	ctx-lh-bankssts	ctx_lh_S_temporal_sup	ctx-lh-superiortemporal
LT3d3	175	114	160	n/a	n/a	L	depth	ctx-lh-bankssts	ctx_lh_S_temporal_sup	ctx-lh-middletemporal
LT3d4	178	115	162	n/a	n/a	L	depth	ctx-lh-bankssts	ctx_lh_S_temporal_sup	ctx-lh-middletemporal
LT3d5	181	115	164	n/a	n/a	L	depth	ctx-lh-bankssts	ctx_lh_S_temporal_sup	ctx-lh-middletemporal
LT3d6	184	116	166	n/a	n/a	L	depth	ctx-lh-middletemporal	ctx_lh_G_temporal_middle	ctx-lh-middletemporal
LT3d7	186	116	168	n/a	n/a	L	depth	ctx-lh-middletemporal	ctx_lh_G_temporal_middle	ctx-lh-middletemporal
LT3d8	189	117	170	n/a	n/a	L	depth	ctx-lh-middletemporal	ctx_lh_G_temporal_middle	ctx-lh-middletemporal
RT1aIa1x	n/a	n/a	n/a	n/a	n/a	n/a	depth	n/a	n/a	n/a
RT1aIa2x	n/a	n/a	n/a	n/a	n/a	n/a	depth	n/a	n/a	n/a
RT1aIa3x	n/a	n/a	n/a	n/a	n/a	n/a	depth	n/a	n/a	n/a
RT1aIa4x	n/a	n/a	n/a	n/a	n/a	n/a	depth	n/a	n/a	n/a
RT1aIa5x	n/a	n/a	n/a	n/a	n/a	n/a	depth	n/a	n/a	n/a
RT1aIa6x	n/a	n/a	n/a	n/a	n/a	n/a	depth	n/a	n/a	n/a
RT1aIa7x	n/a	n/a	n/a	n/a	n/a	n/a	depth	n/a	n/a	n/a
RT1aIa8x	n/a	n/a	n/a	n/a	n/a	n/a	depth	n/a	n/a	n/a
RT3aHa1x	n/a	n/a	n/a	n/a	n/a	n/a	depth	n/a	n/a	n/a
RT3aHa2x	n/a	n/a	n/a	n/a	n/a	n/a	depth	n/a	n/a	n/a
RT3aHa3x	n/a	n/a	n/a	n/a	n/a	n/a	depth	n/a	n/a	n/a
RT3aHa4x	n/a	n/a	n/a	n/a	n/a	n/a	depth	n/a	n/a	n/a
RT3aHa5x	n/a	n/a	n/a	n/a	n/a	n/a	depth	n/a	n/a	n/a
RT3aHa6x	n/a	n/a	n/a	n/a	n/a	n/a	depth	n/a	n/a	n/a
RT3aHa7x	n/a	n/a	n/a	n/a	n/a	n/a	depth	n/a	n/a	n/a
RT3aHa8x	n/a	n/a	n/a	n/a	n/a	n/a	depth	n/a	n/a	n/a
RT3aHa9x	n/a	n/a	n/a	n/a	n/a	n/a	depth	n/a	n/a	n/a
RT3aHa10x	n/a	n/a	n/a	n/a	n/a	n/a	depth	n/a	n/a	n/a
RT3aHa11x	n/a	n/a	n/a	n/a	n/a	n/a	depth	n/a	n/a	n/a
RT3aHa12x	n/a	n/a	n/a	n/a	n/a	n/a	depth	n/a	n/a	n/a
RT3aHa13x	n/a	n/a	n/a	n/a	n/a	n/a	depth	n/a	n/a	n/a
RT3aHa14x	n/a	n/a	n/a	n/a	n/a	n/a	depth	n/a	n/a	n/a
RT2aA1#	n/a	n/a	n/a	n/a	n/a	n/a	depth	n/a	n/a	n/a
RT2aA2#	n/a	n/a	n/a	n/a	n/a	n/a	depth	n/a	n/a	n/a
RT2aA3#	n/a	n/a	n/a	n/a	n/a	n/a	depth	n/a	n/a	n/a
RT2aA4#	n/a	n/a	n/a	n/a	n/a	n/a	depth	n/a	n/a	n/a
RT2aA5#	n/a	n/a	n/a	n/a	n/a	n/a	depth	n/a	n/a	n/a
RT2aA6#	n/a	n/a	n/a	n/a	n/a	n/a	depth	n/a	n/a	n/a
RT2aA7#	n/a	n/a	n/a	n/a	n/a	n/a	depth	n/a	n/a	n/a
RT2aA8#	n/a	n/a	n/a	n/a	n/a	n/a	depth	n/a	n/a	n/a
RT2aA9#	n/a	n/a	n/a	n/a	n/a	n/a	depth	n/a	n/a	n/a
RT2aA10#	n/a	n/a	n/a	n/a	n/a	n/a	depth	n/a	n/a	n/a
RT2aA11#	n/a	n/a	n/a	n/a	n/a	n/a	depth	n/a	n/a	n/a
RT2aA12#	n/a	n/a	n/a	n/a	n/a	n/a	depth	n/a	n/a	n/a
RT2b1	88	129	128	n/a	n/a	R	depth	ctx-rh-superiortemporal	ctx_rh_S_temporal_sup	ctx-rh-superiortemporal
RT2b2	86	129	128	n/a	n/a	R	depth	ctx-rh-superiortemporal	ctx_rh_S_temporal_sup	ctx-rh-superiortemporal
RT2b3	83	129	128	n/a	n/a	R	depth	ctx-rh-middletemporal	ctx_rh_S_temporal_sup	ctx-rh-middletemporal
RT2b4	79	129	128	n/a	n/a	R	depth	ctx-rh-middletemporal	ctx_rh_S_temporal_sup	ctx-rh-middletemporal
RT2b5	76	129	128	n/a	n/a	R	depth	ctx-rh-middletemporal	ctx_rh_S_temporal_sup	ctx-rh-middletemporal
RT2b6	72	129	128	n/a	n/a	R	depth	ctx-rh-middletemporal	ctx_rh_G_temporal_middle	ctx-rh-middletemporal
RT2b7	69	129	127	n/a	n/a	R	depth	ctx-rh-middletemporal	ctx_rh_G_temporal_middle	ctx-rh-middletemporal
RT2b8	65	129	128	n/a	n/a	R	depth	ctx-rh-middletemporal	ctx_rh_G_temporal_middle	ctx-rh-middletemporal
RT1bIb1	90	113	131	n/a	n/a	R	depth	ctx-rh-insula	ctx_rh_G_Ins_lg_and_S_cent_ins	ctx-rh-insula
RT1bIb2	87	113	131	n/a	n/a	R	depth	ctx-rh-insula	ctx_rh_G_Ins_lg_and_S_cent_ins	ctx-rh-insula
RT1bIb3	84	113	131	n/a	n/a	R	depth	ctx-rh-insula	ctx_rh_G_Ins_lg_and_S_cent_ins	ctx-rh-insula
RT1bIb4	80	113	130	n/a	n/a	R	depth	ctx-rh-superiortemporal	ctx_rh_G_temp_sup-G_T_transv	ctx-rh-superiortemporal
RT1bIb5	77	113	130	n/a	n/a	R	depth	ctx-rh-superiortemporal	ctx_rh_G_temp_sup-G_T_transv	ctx-rh-superiortemporal
RT1bIb6	73	113	130	n/a	n/a	R	depth	ctx-rh-superiortemporal	ctx_rh_G_temp_sup-G_T_transv	ctx-rh-superiortemporal
RT1bIb7	70	113	129	n/a	n/a	R	depth	ctx-rh-superiortemporal	ctx_rh_G_temp_sup-Lateral	ctx-rh-superiortemporal
RT1bIb8	66	113	128	n/a	n/a	R	depth	ctx-rh-superiortemporal	ctx_rh_G_temp_sup-Lateral	ctx-rh-superiortemporal
RT3bHb1	104	129	144	n/a	n/a	n/a	depth	Right-Hippocampus	Right-Hippocampus	Right-Hippocampus
RT3bHb2	101	130	144	n/a	n/a	n/a	depth	Right-Hippocampus	Right-Hippocampus	Right-Hippocampus
RT3bHb3	97	131	144	n/a	n/a	n/a	depth	Right-Hippocampus	Right-Hippocampus	Right-Hippocampus
RT3bHb4	94	132	144	n/a	n/a	n/a	depth	Right-Hippocampus	Right-Hippocampus	Right-Hippocampus
RT3bHb5	92	132	144	n/a	n/a	n/a	depth	Right-Hippocampus	Right-Hippocampus	Right-Hippocampus
RT3bHb6	87	135	144	n/a	n/a	R	depth	ctx-rh-inferiortemporal	ctx_rh_S_collat_transv_ant	ctx-rh-fusiform
RT3bHb7	85	136	144	n/a	n/a	R	depth	ctx-rh-inferiortemporal	ctx_rh_S_collat_transv_ant	ctx-rh-inferiortemporal
RT3bHb8	78	136	145	n/a	n/a	R	depth	ctx-rh-inferiortemporal	ctx_rh_S_temporal_inf	ctx-rh-inferiortemporal
RT3bHb9	77	136	144	n/a	n/a	R	depth	ctx-rh-inferiortemporal	ctx_rh_S_temporal_inf	ctx-rh-inferiortemporal
RT3bHb10	74	136	144	n/a	n/a	R	depth	ctx-rh-inferiortemporal	ctx_rh_S_temporal_inf	ctx-rh-inferiortemporal
RT3bHb11	70	137	144	n/a	n/a	R	depth	ctx-rh-middletemporal	ctx_rh_G_temporal_middle	ctx-rh-middletemporal
RT3bHb12	67	138	145	n/a	n/a	R	depth	ctx-rh-middletemporal	ctx_rh_G_temporal_middle	ctx-rh-middletemporal
RT3bHb13	64	139	144	n/a	n/a	R	depth	ctx-rh-middletemporal	ctx_rh_G_temporal_middle	ctx-rh-middletemporal
RT3bHb14	61	140	144	n/a	n/a	R	depth	ctx-rh-middletemporal	ctx_rh_G_temporal_middle	ctx-rh-middletemporal
RT2c1	81	129	154	n/a	n/a	R	depth	ctx-rh-bankssts	ctx_rh_S_temporal_sup	ctx-rh-middletemporal
RT2c2	78	130	154	n/a	n/a	R	depth	ctx-rh-bankssts	ctx_rh_S_temporal_sup	ctx-rh-middletemporal
RT2c3	75	130	153	n/a	n/a	R	depth	ctx-rh-middletemporal	ctx_rh_S_temporal_sup	ctx-rh-middletemporal
RT2c4	70	129	153	n/a	n/a	R	depth	ctx-rh-middletemporal	ctx_rh_S_temporal_sup	ctx-rh-middletemporal
RT2c5	68	130	153	n/a	n/a	R	depth	ctx-rh-middletemporal	ctx_rh_G_temporal_middle	ctx-rh-middletemporal
RT2c6	65	130	153	n/a	n/a	R	depth	ctx-rh-middletemporal	ctx_rh_G_temporal_middle	ctx-rh-middletemporal
RT1c1	92	118	142	n/a	n/a	R	depth	ctx-rh-insula	ctx_rh_S_circular_insula_inf	ctx-rh-insula
RT1c2	89	118	142	n/a	n/a	R	depth	ctx-rh-superiortemporal	ctx_rh_S_circular_insula_inf	ctx-rh-superiortemporal
RT1c3	86	116	141	n/a	n/a	R	depth	ctx-rh-superiortemporal	ctx_rh_S_circular_insula_inf	ctx-rh-superiortemporal
RT1c4	82	117	142	n/a	n/a	R	depth	ctx-rh-superiortemporal	ctx_rh_S_temporal_sup	ctx-rh-superiortemporal
RT1c5	79	116	142	n/a	n/a	R	depth	ctx-rh-superiortemporal	ctx_rh_S_temporal_sup	ctx-rh-superiortemporal
RT1c6	75	116	141	n/a	n/a	R	depth	ctx-rh-superiortemporal	ctx_rh_S_temporal_sup	ctx-rh-superiortemporal
RT1c7	70	114	142	n/a	n/a	R	depth	ctx-rh-superiortemporal	ctx_rh_G_temp_sup-Lateral	ctx-rh-superiortemporal
RT1c8	68	113	141	n/a	n/a	R	depth	ctx-rh-superiortemporal	ctx_rh_G_temp_sup-Lateral	ctx-rh-superiortemporal
RT1c9	65	112	141	n/a	n/a	R	depth	ctx-rh-superiortemporal	ctx_rh_G_temp_sup-Lateral	ctx-rh-superiortemporal
RT1c10	61	112	142	n/a	n/a	R	depth	ctx-rh-superiortemporal	ctx_rh_G_temp_sup-Lateral	ctx-rh-superiortemporal
DC10	n/a	n/a	n/a	n/a	n/a	n/a	depth	n/a	n/a	n/a
DC4	n/a	n/a	n/a	n/a	n/a	n/a	depth	n/a	n/a	n/a
